,Umur,Premi,Kanal_Penjualan,Lama_Berlangganan
188281,0.1076923076923077,0.6107007851119511,0.9320987654320988,0.5813148788927336
81342,0.5384615384615384,0.30991567316080254,0.7592592592592593,0.7923875432525952
208551,0.4307692307692308,0.9127653387612679,0.3148148148148148,0.5778546712802768
108231,0.06153846153846154,0.5182611224193079,0.9320987654320988,0.3737024221453287
133948,0.12307692307692308,0.2678394882233207,0.9320987654320988,0.08996539792387544
87558,0.4307692307692308,0.32020936318697296,0.15432098765432098,0.09342560553633218
159002,0.2153846153846154,0.4997092177958709,0.7592592592592593,0.1453287197231834
54719,0.8615384615384616,0.489589997092178,0.7592592592592593,0.7231833910034602
37187,0.015384615384615385,0.2966006949322745,0.7592592592592593,0.07612456747404844
87037,0.2153846153846154,0.006571677813317825,0.7592592592592593,0.42214532871972316
255665,0.06153846153846154,0.25585926141320153,0.9320987654320988,0.16608996539792387
267130,0.35384615384615387,0.4956091887176505,0.7592592592592593,0.6505190311418685
164647,0.35384615384615387,0.4503925559755743,0.7592592592592593,0.6539792387543253
280063,0.3230769230769231,0.6331200930503054,0.7592592592592593,0.4532871972318339
284602,0.06153846153846154,0.2268391974411166,0.9320987654320988,0.4186851211072664
198901,0.3230769230769231,0.5023844140738587,0.7592592592592593,0.35294117647058826
58649,0.289846585619257,0.07731898807792963,0.9259259259259259,0.48788927335640137
148476,0.06153846153846154,0.1913637685373655,0.9320987654320988,0.7093425605536332
82745,0.2153846153846154,0.39060773480662986,0.9444444444444444,0.8961937716262975
144762,0.046153846153846156,0.6408258214597267,0.9320987654320988,0.18339100346020762
15881,0.3384615384615385,0.5714742657749345,0.7592592592592593,0.06228373702422145
125617,0.03076923076923077,0.3638848502471649,0.9320987654320988,0.20069204152249134
275826,0.35384615384615387,0.09264321023553358,0.15432098765432098,0.671280276816609
3246,0.7230769230769231,0.4486187845303867,0.15432098765432098,0.2179930795847751
232369,0.0,0.7170107589415528,0.9814814814814815,0.31141868512110726
106726,0.27692307692307694,0.6597848211689444,0.3333333333333333,0.8719723183391004
179787,0.03076923076923077,0.16847920907240477,0.9567901234567902,0.4429065743944637
196876,0.3230769230769231,0.40069787728990985,0.9197530864197531,0.25951557093425603
220553,0.6307692307692307,0.885664437336435,0.6854648061832717,0.39792387543252594
28330,0.27692307692307694,0.7609479499854609,0.7592592592592593,0.3079584775086505
2808,0.12307692307692308,0.2582436754870602,0.9320987654320988,0.3494809688581315
214455,0.289846585619257,0.2526025007269555,0.15432098765432098,0.889273356401384
55700,0.46153846153846156,0.7067170689153823,0.7469135802469136,0.9204152249134948
47072,0.12307692307692308,0.23594068043035765,0.6854648061832717,0.4993437716555408
36094,0.4,0.11593486478627509,0.9320987654320988,0.6539792387543253
33960,0.06153846153846154,0.24736842105263157,0.9320987654320988,0.44982698961937717
118473,0.36923076923076925,0.545943588252399,0.06790123456790123,0.2698961937716263
40844,0.47692307692307695,0.7836580401279442,0.15432098765432098,0.5017301038062284
166416,0.07692307692307693,0.4425705146845013,0.7592592592592593,0.1314878892733564
266970,0.4307692307692308,0.2588252398953184,0.15432098765432098,0.6505190311418685
163049,0.4307692307692308,0.4887467287002035,0.7592592592592593,0.09342560553633218
255736,0.046153846153846156,0.2460889793544635,0.15432098765432098,0.17647058823529413
173957,0.8923076923076924,0.761907531259087,0.15432098765432098,0.5467128027681661
184659,0.1076923076923077,0.3887758069206165,0.9320987654320988,0.8615916955017301
822,0.1076923076923077,0.3240476882814772,0.9320987654320988,0.754325259515571
19526,0.07692307692307693,0.5314335562663565,0.9320987654320988,0.9065743944636678
23038,0.13846153846153847,0.18621692352428032,0.9320987654320988,0.5051903114186851
70045,0.2,0.2966006949322745,0.9567901234567902,0.39792387543252594
267662,0.06153846153846154,0.2707763884850247,0.9320987654320988,0.9826989619377162
1198,0.06153846153846154,0.1715615004361733,0.9320987654320988,0.4982698961937716
10023,0.7538461538461538,0.29002617039837164,0.15432098765432098,0.7508650519031141
140827,0.289846585619257,0.3512358243675487,0.15432098765432098,0.0
107592,0.8153846153846154,0.4067752253562082,0.07407407407407407,0.7439446366782007
54125,0.2923076923076923,0.14408258214597267,0.7592592592592593,0.42560553633217996
122976,0.07692307692307693,0.3117476010468159,0.6854648061832717,0.9342560553633218
44777,0.046153846153846156,0.14693224774643793,0.9814814814814815,0.006920415224913495
155709,0.4307692307692308,0.31715615004361736,0.7592592592592593,0.5086505190311419
163767,0.8307692307692308,0.31340505961035187,0.9320987654320988,0.35986159169550175
3353,0.36923076923076925,0.3196277987787147,0.6854648061832717,0.7750865051903114
130860,0.49230769230769234,0.30907240476882814,0.15432098765432098,0.3875432525951557
126982,0.7538461538461538,0.3596975865077057,0.15432098765432098,0.643598615916955
174127,0.09230769230769231,0.23855772026751962,0.9320987654320988,0.04152249134948097
14877,0.3230769230769231,0.21320151206746146,0.7592592592592593,0.2491349480968858
44249,0.13846153846153847,0.24073858679848792,0.9320987654320988,0.1245674740484429
279142,0.5846153846153846,0.2966006949322745,0.7592592592592593,0.22145328719723184
80868,0.06153846153846154,0.2938935737132887,0.9320987654320988,0.3494809688581315
144681,0.13846153846153847,0.4138121546961326,0.9320987654320988,0.2837370242214533
230070,0.3076923076923077,0.07426577493457401,0.7592592592592593,0.3044982698961938
134809,0.046153846153846156,0.2924396626926432,0.9320987654320988,0.7162629757785467
215195,0.07692307692307693,0.31451003198604244,0.9320987654320988,0.2768166089965398
177874,0.7230769230769231,0.6027624309392265,0.043209876543209874,0.8685121107266436
106462,0.38461538461538464,0.17051468450130852,0.7592592592592593,0.9688581314878892
36755,0.289846585619257,0.7385286420471067,0.7592592592592593,0.2422145328719723
190150,0.676923076923077,0.5877580692061646,0.7592592592592593,0.9238754325259516
223211,0.47692307692307695,0.9608607153242221,0.25308641975308643,0.3460207612456747
201634,0.06153846153846154,0.022593777260831636,0.9320987654320988,0.8442906574394463
43607,0.015384615384615385,0.598051759232335,0.9814814814814815,0.5086505190311419
225767,0.015384615384615385,0.45408548996801396,0.9320987654320988,0.629757785467128
41405,0.07692307692307693,0.2987205583018319,0.9320987654320988,0.5743944636678201
5682,0.2,0.26344867694097124,0.9320987654320988,0.4602076124567474
74248,0.015384615384615385,0.5330619366094795,0.9814814814814815,0.6955017301038062
47430,0.6307692307692307,0.9055539400988659,0.7592592592592593,0.30103806228373703
196479,0.3076923076923077,0.45298051759232333,0.15432098765432098,0.7820069204152249
181617,0.4307692307692308,0.5548706019191626,0.15432098765432098,0.6539792387543253
154573,0.36923076923076925,0.8274498400697877,0.7592592592592593,0.3771626297577855
268052,0.46153846153846156,0.8056120965396918,0.15432098765432098,0.11764705882352941
272081,0.4307692307692308,0.475254434428613,0.7592592592592593,0.629757785467128
135005,0.46153846153846156,0.2966006949322745,0.043209876543209874,0.2560553633217993
22019,0.5538461538461539,0.4789182902006397,0.7592592592592593,0.4290657439446367
165770,0.2153846153846154,0.25411456818842687,0.05555555555555555,0.698961937716263
199253,0.49230769230769234,0.14893864495492876,0.1728395061728395,0.2698961937716263
142832,0.2153846153846154,0.17752253562082002,0.9567901234567902,0.671280276816609
42694,0.9076923076923077,0.33015411456818844,0.7469135802469136,0.6401384083044983
26159,0.03076923076923077,0.8808956091887177,0.9320987654320988,0.9377162629757786
19557,0.12307692307692308,0.37135795289328294,0.9320987654320988,0.7958477508650519
132089,0.5538461538461539,0.3786275079965106,0.7592592592592593,0.1245674740484429
24450,0.5384615384615384,0.49857516719976736,0.7592592592592593,0.03806228373702422
42240,0.4461538461538462,0.5525734225065426,0.7592592592592593,0.8269896193771626
99445,0.6307692307692307,0.8944169816807211,0.6854648061832717,0.08304498269896193
18364,0.4307692307692308,0.23044489677231753,0.15432098765432098,0.3391003460207612
265266,0.046153846153846156,0.3393719104390811,0.15432098765432098,0.010380622837370242
160413,0.4153846153846154,0.5985751671997673,0.8333333333333334,0.15916955017301038
230419,0.1076923076923077,0.24350101773771446,0.9444444444444444,0.9896193771626297
233512,0.6307692307692307,0.188601337598139,0.15432098765432098,0.6747404844290658
282757,0.4,0.3684792090724048,0.15432098765432098,0.6020761245674741
256009,0.09230769230769231,0.47176504797906366,0.9320987654320988,0.7820069204152249
197523,0.2153846153846154,0.06717068915382379,0.6854648061832717,0.5986159169550173
5622,0.13846153846153847,0.09089851701075895,0.9320987654320988,0.4186851211072664
277406,0.03076923076923077,0.5595521954056412,0.9320987654320988,0.8339100346020761
10642,0.046153846153846156,0.8086653096830474,0.9320987654320988,0.10034602076124567
15232,0.03076923076923077,0.41526606571677815,0.9320987654320988,0.3737024221453287
199443,0.03076923076923077,0.12128525734225065,0.9320987654320988,0.1314878892733564
178845,0.7384615384615385,0.6343704565280605,0.15432098765432098,0.5051903114186851
186132,0.289846585619257,0.4991567316080256,0.6854648061832717,0.07958477508650519
8459,0.23076923076923078,0.5266356498982262,0.7592592592592593,0.7647058823529411
276731,0.046153846153846156,0.4330619366094795,0.9382716049382716,0.6920415224913494
202763,0.09230769230769231,0.6382087816225647,0.9320987654320988,0.05190311418685121
34459,0.35384615384615387,0.09572550159930213,0.7592592592592593,0.21453287197231835
349,0.5538461538461539,0.3520500145391102,0.012345679012345678,0.6920415224913494
270570,0.2,0.3786275079965106,0.7592592592592593,0.2560553633217993
102386,0.03076923076923077,0.5012503634777552,0.9320987654320988,0.21107266435986158
269750,0.06153846153846154,0.2966006949322745,0.9320987654320988,0.17301038062283736
264432,0.4,0.04678685664437336,0.7592592592592593,0.4993437716555408
170258,0.289846585619257,0.3712997964524571,0.9320987654320988,0.6885813148788927
110264,0.38461538461538464,0.5434719395173015,0.06172839506172839,0.7231833910034602
126102,0.5846153846153846,0.7543181157313172,0.9629629629629629,0.6262975778546713
278574,0.07692307692307693,0.5192788601337598,0.15432098765432098,0.23183391003460208
30606,0.23076923076923078,0.22320441988950276,0.36419753086419754,0.4359861591695502
37821,0.03076923076923077,0.38883396336144227,0.9320987654320988,0.3356401384083045
174950,0.24615384615384617,0.2966006949322745,0.15432098765432098,0.3771626297577855
282008,0.8615384615384616,0.6306775225356208,0.15432098765432098,0.6747404844290658
153150,0.046153846153846156,0.8027915091596395,0.9320987654320988,0.3217993079584775
159560,0.046153846153846156,0.5115440535039255,0.9320987654320988,0.0
23622,0.09230769230769231,0.25117766792672286,0.9320987654320988,0.39792387543252594
285647,0.38461538461538464,0.8536783948822332,0.15432098765432098,0.5086505190311419
18565,0.4153846153846154,0.7023553358534458,0.15432098765432098,0.8096885813148789
40007,0.5384615384615384,0.9595231171852283,0.7592592592592593,0.6020761245674741
6655,0.12307692307692308,0.6978482116894446,0.9320987654320988,0.6885813148788927
69279,0.36923076923076925,0.6678394882233207,0.7592592592592593,0.16262975778546712
230581,0.24615384615384617,0.2966006949322745,0.7592592592592593,0.020761245674740483
225845,0.046153846153846156,0.8980226810119221,0.9320987654320988,0.4809688581314879
42646,0.5538461538461539,0.4219540564117476,0.7592592592592593,0.2768166089965398
87656,0.015384615384615385,0.2951730154114568,0.9320987654320988,0.4993437716555408
39816,0.046153846153846156,0.17490549578365805,0.9320987654320988,0.23875432525951557
192693,0.1076923076923077,0.013230590287874383,0.9320987654320988,0.4359861591695502
249563,0.1076923076923077,0.5710671706891538,0.9320987654320988,0.4993437716555408
260524,0.47692307692307695,0.03303285838906659,0.17901234567901234,0.1384083044982699
85601,0.015384615384615385,0.677871474265775,0.9320987654320988,0.7993079584775087
106911,0.8923076923076924,0.730619366094795,0.7469135802469136,0.972318339100346
145345,0.03076923076923077,0.024454783367257923,0.9320987654320988,0.4993437716555408
24652,0.5692307692307692,0.9201221285257343,0.15432098765432098,0.43944636678200694
246244,0.6923076923076923,0.3051759232334981,0.7592592592592593,0.5190311418685121
175088,0.09230769230769231,0.20683338179703403,0.7592592592592593,0.06920415224913495
90260,0.2,0.34844431520790925,0.9814814814814815,0.41522491349480967
182629,0.09230769230769231,0.7253562082000582,0.15432098765432098,0.9307958477508651
139428,0.3230769230769231,0.9096248909566734,0.6854648061832717,0.7923875432525952
117995,0.12307692307692308,0.20418726373945914,0.9320987654320988,0.4671280276816609
77232,0.5384615384615384,0.40093050305321315,0.7345679012345679,0.1903114186851211
258825,0.09230769230769231,0.12509450421634197,0.9320987654320988,0.42214532871972316
47660,0.2,0.7504216341959872,0.9259259259259259,0.44982698961937717
165168,0.03076923076923077,0.4014248328002326,0.9320987654320988,0.2664359861591695
182203,0.2923076923076923,0.9495492875835999,0.1419753086419753,0.02422145328719723
27321,0.015384615384615385,0.20901424832800233,0.6854648061832717,0.986159169550173
232136,0.07692307692307693,0.020238441407385867,0.9320987654320988,0.7508650519031141
184574,0.7846153846153846,0.8503634777551614,0.15432098765432098,0.6608996539792388
86453,0.2923076923076923,0.1685373655132306,0.9629629629629629,0.43944636678200694
280969,0.8307692307692308,0.2966006949322745,0.7592592592592593,0.9446366782006921
58165,0.35384615384615387,0.3783076475719686,0.7592592592592593,0.8512110726643599
36995,0.289846585619257,0.33919744111660366,0.9320987654320988,0.6401384083044983
17455,0.8615384615384616,0.04792090724047688,0.043209876543209874,0.12110726643598616
9026,0.24615384615384617,0.13236405931956965,0.9320987654320988,0.9584775086505191
76195,0.5692307692307692,0.28711834835708056,0.15432098765432098,0.1314878892733564
16530,0.03076923076923077,0.1915963943006688,0.6854648061832717,0.8269896193771626
162983,0.26153846153846155,0.2966006949322745,0.7592592592592593,0.33217993079584773
66766,0.0,0.3602209944751381,0.9814814814814815,0.04498269896193772
105094,0.1076923076923077,0.017330619366094795,0.9567901234567902,0.9273356401384083
254381,0.38461538461538464,0.9011922070369294,0.7592592592592593,0.22491349480968859
268545,0.5538461538461539,0.058389066589124745,0.7592592592592593,0.09342560553633218
83667,0.13846153846153847,0.44728118639139286,0.9259259259259259,0.8719723183391004
11269,0.07692307692307693,0.593137539982553,0.9320987654320988,0.02422145328719723
44056,0.23076923076923078,0.23152079092759523,0.9444444444444444,0.2422145328719723
124930,0.06153846153846154,0.6474556557138703,0.9259259259259259,0.47058823529411764
257021,0.4,0.3734225065425996,0.7469135802469136,0.30103806228373703
209705,0.27692307692307694,0.5902878743820879,0.7592592592592593,0.8339100346020761
7554,0.7076923076923077,0.6862750799651062,0.15432098765432098,0.916955017301038
109076,0.27692307692307694,0.03218958999709218,0.7592592592592593,0.9273356401384083
58768,0.015384615384615385,0.360918871765048,0.9814814814814815,0.6747404844290658
65079,0.2153846153846154,0.35571387031113694,0.7592592592592593,0.4982698961937716
86188,0.4,0.35271881360860713,0.7592592592592593,0.25259515570934254
38416,0.3384615384615385,0.2923815062518174,1.0,0.7820069204152249
177088,0.2923076923076923,0.4858389066589125,0.9506172839506173,0.4993437716555408
152793,0.18461538461538463,0.14434428612968886,0.9320987654320988,0.3806228373702422
209366,0.15384615384615385,0.5605408548996801,0.7592592592592593,0.4290657439446367
68400,0.12307692307692308,0.2966006949322745,0.9259259259259259,0.29411764705882354
608,0.1076923076923077,0.2859261413201512,0.9629629629629629,0.15570934256055363
25053,0.1076923076923077,0.4926722884559465,0.9320987654320988,0.02422145328719723
35690,0.12307692307692308,0.4750799651061355,0.9320987654320988,0.13494809688581316
139333,0.0,0.15676068624600176,0.6854648061832717,0.09342560553633218
68275,0.046153846153846156,0.16661820296597848,0.9320987654320988,0.09342560553633218
269803,0.289846585619257,0.4738005234079674,1.0,0.18339100346020762
232304,0.046153846153846156,0.11959872055830183,0.9320987654320988,0.8304498269896193
131499,0.046153846153846156,0.9131142774062228,0.6854648061832717,0.28027681660899656
179463,0.289846585619257,0.3174760104681594,0.15432098765432098,0.14878892733564014
162924,0.07692307692307693,0.2607153242221576,0.9320987654320988,0.5778546712802768
23890,0.38461538461538464,0.13064844431520792,0.9444444444444444,0.8235294117647058
15353,0.289846585619257,0.8330619366094795,0.15432098765432098,0.5155709342560554
59604,0.46153846153846156,0.5149171270718232,0.7592592592592593,0.5121107266435986
140472,0.015384615384615385,0.22413492294271592,0.9320987654320988,0.31833910034602075
38653,0.06153846153846154,0.030764757196859553,0.9814814814814815,0.6643598615916955
6297,0.015384615384615385,0.543006687990695,0.9814814814814815,0.9619377162629758
21937,0.26153846153846155,0.09377726083163711,0.9320987654320988,0.24567474048442905
257351,0.046153846153846156,0.06827566152951439,0.9320987654320988,0.8961937716262975
31625,0.5076923076923077,0.7206455364931666,0.15432098765432098,0.8408304498269896
70304,0.03076923076923077,0.231927886013376,0.9320987654320988,0.0
168246,0.07692307692307693,0.25082872928176797,0.7592592592592593,0.9134948096885813
233772,0.49230769230769234,0.808461762140157,0.7592592592592593,0.2491349480968858
89753,0.046153846153846156,0.17147426577493458,0.9320987654320988,0.1522491349480969
68034,0.3384615384615385,0.5684501308519918,0.7592592592592593,0.5813148788927336
40517,0.03076923076923077,0.5496074440244257,0.9320987654320988,0.7854671280276817
217753,0.1076923076923077,0.5201221285257343,0.15432098765432098,0.657439446366782
241725,0.3076923076923077,0.8131724338470485,0.15432098765432098,0.370242214532872
241437,0.6307692307692307,0.7210817097993603,0.15432098765432098,0.3044982698961938
30517,0.16923076923076924,0.01994765920325676,0.9320987654320988,0.6401384083044983
32421,0.24615384615384617,0.5643210235533586,0.7592592592592593,0.42560553633217996
33915,0.4307692307692308,0.2108461762140157,0.7592592592592593,0.30103806228373703
12682,0.5076923076923077,0.392177958708927,0.9567901234567902,0.5605536332179931
117357,0.4,0.11337598138993893,0.7592592592592593,0.16262975778546712
159564,0.7230769230769231,0.5311427740622274,0.6854648061832717,0.28027681660899656
102960,0.03076923076923077,0.2910439081128235,0.9320987654320988,0.6608996539792388
235275,0.06153846153846154,0.25417272462925267,0.9320987654320988,0.020761245674740483
270458,0.47692307692307695,0.23596975865077058,0.9320987654320988,0.42214532871972316
89850,0.07692307692307693,0.2966006949322745,0.9320987654320988,0.06228373702422145
280731,0.015384615384615385,0.09209072404768828,0.9814814814814815,0.8304498269896193
251635,0.5230769230769231,0.24856062808956092,0.7592592592592593,0.9965397923875432
41172,0.07692307692307693,0.03937191043908113,0.9320987654320988,0.05190311418685121
36509,0.6307692307692307,0.5056411747601047,0.15432098765432098,0.657439446366782
160021,0.06153846153846154,0.2966006949322745,0.9320987654320988,0.740484429065744
139716,0.046153846153846156,0.17929630706600755,0.9814814814814815,0.4993437716555408
242483,0.015384615384615385,0.2802558883396336,0.9320987654320988,0.27335640138408307
14059,0.35384615384615387,0.3799941843559174,0.15432098765432098,0.71280276816609
14573,0.26153846153846155,0.8979063681302705,0.7469135802469136,0.1903114186851211
69872,0.3384615384615385,0.20421634195987207,0.15432098765432098,0.08996539792387544
196006,0.13846153846153847,0.42076184937481825,0.9320987654320988,0.01730103806228374
167820,0.06153846153846154,0.2966006949322745,0.9629629629629629,0.8131487889273357
243733,0.27692307692307694,0.18682756615295143,0.7592592592592593,0.2560553633217993
7159,0.06153846153846154,0.2463506833381797,0.9320987654320988,0.0657439446366782
89540,0.09230769230769231,0.3685082872928177,0.9320987654320988,0.889273356401384
266728,0.35384615384615387,0.4989531840651352,0.15432098765432098,0.6366782006920415
277009,0.47692307692307695,0.4384704856062809,0.7469135802469136,0.6608996539792388
223433,0.16923076923076924,0.7304158185519046,0.9320987654320988,0.058823529411764705
98725,0.046153846153846156,0.2966006949322745,0.7592592592592593,0.8961937716262975
210624,0.36923076923076925,0.7692061645827275,0.15432098765432098,0.4993437716555408
224937,0.35384615384615387,0.11451003198604245,0.15432098765432098,0.9930795847750865
132012,0.8153846153846154,0.5205583018319279,0.7592592592592593,0.11072664359861592
89565,0.4307692307692308,0.7659784821168945,0.7592592592592593,0.1695501730103806
146084,0.3230769230769231,0.6417272462925269,0.15432098765432098,0.35294117647058826
14472,0.3076923076923077,0.3709217795870893,0.9320987654320988,0.7024221453287197
48043,0.03076923076923077,0.9463506833381797,0.9382716049382716,0.12110726643598616
5165,0.7692307692307693,0.3918290200639721,0.7592592592592593,0.18685121107266436
245830,0.6,0.13483570805466705,0.9629629629629629,0.04844290657439446
30213,0.07692307692307693,0.08531549869148009,0.9320987654320988,0.6055363321799307
188105,0.1076923076923077,0.12849665600465252,0.15432098765432098,0.7820069204152249
262844,0.4153846153846154,0.5024716487350974,0.15432098765432098,0.45674740484429066
18103,0.0,0.5753707473102646,0.9814814814814815,0.4429065743944637
236403,0.3076923076923077,0.10837452747891829,0.9320987654320988,0.314878892733564
78931,0.35384615384615387,0.6640011631288165,0.15432098765432098,0.8131487889273357
46212,0.12307692307692308,0.22948531549869147,0.9320987654320988,0.9515570934256056
97821,0.06153846153846154,0.46295434719395173,0.9320987654320988,0.889273356401384
109838,0.5384615384615384,0.46440825821459725,0.15432098765432098,0.9930795847750865
66098,0.4153846153846154,0.2952020936318697,0.6854648061832717,0.14186851211072665
128580,0.23076923076923078,0.3642919453329456,0.9320987654320988,0.7681660899653979
83821,0.38461538461538464,0.39441698168072115,0.15432098765432098,0.9342560553633218
59460,0.289846585619257,0.3279441698168072,0.9320987654320988,0.48788927335640137
22085,0.35384615384615387,0.3577493457400407,0.15432098765432098,0.9411764705882353
150981,0.7384615384615385,0.9360279150915964,0.7469135802469136,0.2629757785467128
20204,0.015384615384615385,0.13390520500145392,0.9814814814814815,0.8961937716262975
12379,0.015384615384615385,0.38767083454492585,0.6854648061832717,0.04152249134948097
32426,0.03076923076923077,0.21721430648444315,0.9320987654320988,0.9411764705882353
24339,0.7076923076923077,0.2966006949322745,0.7592592592592593,0.6955017301038062
85142,0.35384615384615387,0.3818842686827566,0.1728395061728395,0.4671280276816609
142123,0.4,0.2788892119802268,0.15432098765432098,0.9480968858131488
127398,0.07692307692307693,0.587002035475429,0.9320987654320988,0.3494809688581315
129329,0.46153846153846156,0.2966006949322745,0.7592592592592593,0.8546712802768166
221299,0.8,0.5988077929630706,0.037037037037037035,0.16608996539792387
106048,0.03076923076923077,0.3942425123582437,0.9320987654320988,0.7474048442906575
35830,0.49230769230769234,0.171009014248328,0.06172839506172839,0.6089965397923875
95690,0.8769230769230769,0.10456528060482699,0.15432098765432098,0.5605536332179931
16830,0.07692307692307693,0.41747601046815935,0.9320987654320988,0.0657439446366782
62029,0.38461538461538464,0.6159057865658621,0.7592592592592593,0.9307958477508651
259739,0.4,0.282407676650189,0.15432098765432098,0.7231833910034602
158604,0.0,0.5507124164001164,0.9814814814814815,0.04498269896193772
26015,0.06153846153846154,0.2316952602500727,0.9320987654320988,0.8546712802768166
90153,0.03076923076923077,0.3198313463216051,0.9320987654320988,0.1695501730103806
19365,0.2153846153846154,0.24844431520790927,0.7469135802469136,0.01730103806228374
62327,0.12307692307692308,0.46949694678685666,0.9320987654320988,0.42214532871972316
90687,0.49230769230769234,0.6207036929339924,0.15432098765432098,0.2041522491349481
191896,0.9230769230769231,0.25885431811573134,0.7592592592592593,0.4740484429065744
23905,0.38461538461538464,0.7718813608607153,0.3950617283950617,0.7854671280276817
104641,0.06153846153846154,0.5079965106135504,0.15432098765432098,0.2768166089965398
89528,0.6461538461538462,0.4371910439081128,0.15432098765432098,0.9965397923875432
294,0.03076923076923077,0.912067461471358,0.9320987654320988,0.5743944636678201
